6.820748962886975,-5.095633630311107,-4.533997609214874,0.017398226760020452,16,0,1.524,1.8142780000000056,-21.503054299826292,-18.671361465455934,5,-0.00018715672757968626
6.820748962886975,-5.095633630311107,-4.533997609214874,0.017398226760020452,16,0,9.525,3.633550000000014,-21.503054299826292,-18.671361465455934,5,-0.00018715672757968626
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,16,0,3.175,2.1541420000000113,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,19,2,5.334,4.093366000000006,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,20,2,9.398,8.561578000000104,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,19,2,0.254,0.714718,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,18,1,4.191,4.603161999999998,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,16,0,11.684000000000001,3.0737740000000233,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,16,0,7.112,3.123754000000023,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,42,9,0.254,1.6143580000000022,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
5.919405521181107,-5.729815671440909,-1.486127213767226,-0.024701465332312836,19,2,4.318,3.2936860000000197,-30.09578411380081,-46.230167229733006,5,-0.003912046401661319
6.979371273748405,2.1491841983392885,6.640228208309798,0.0136838413543982,16,0,8.509,3.5036020000000168,50.689067587790916,34.64738208727569,6,-0.002273851489814524
6.979371273748405,2.1491841983392885,6.640228208309798,0.0136838413543982,16,0,3.175,2.454022000000016,50.689067587790916,34.64738208727569,6,-0.002273851489814524
6.979371273748405,2.1491841983392885,6.640228208309798,0.0136838413543982,16,0,5.461,3.2636980000000206,50.689067587790916,34.64738208727569,6,-0.002273851489814524
5.1555124702884605,1.2798712800886842,-4.994120376773469,0.06861634258322685,34,7,0.381,1.3744539999999998,5.458309085581026,13.169683399107427,6,0.0036132040317523473
5.1555124702884605,1.2798712800886842,-4.994120376773469,0.06861634258322685,17,1,6.096,4.773093999999995,5.458309085581026,13.169683399107427,6,0.0036132040317523473
5.1555124702884605,1.2798712800886842,-4.994120376773469,0.06861634258322685,16,0,0.635,0.73471,5.458309085581026,13.169683399107427,6,0.0036132040317523473
