WISE Name,Catalog,GLong,GLat,RA,Dec,Radius,HII Region,Membership,VLSR,VLSR (Mol.),Molecule,KDAR,Dist.,Err Dist.,Dist. Method,RGal,z
G000.003+00.127,K,0.004,0.128,266.283,-28.867,206,S17,,-5.5,,,,,,,,
G000.008+00.036,Q,0.009,0.036,266.375,-28.910,24,,,,,,,,,,,
G000.025-00.232,Q,0.026,-0.231,266.646,-29.034,46,,,,,,,,,,,
G000.029-00.090,Q,0.030,-0.089,266.510,-28.957,31,,,,,,,,,,,
G000.041+00.021,Q,0.041,0.021,266.409,-28.890,20,,,,,,,,,,,
G000.043+00.013,Q,0.044,0.014,266.418,-28.891,15,,,,,,,,,,,
G000.052-00.205,Q,0.053,-0.205,266.636,-28.997,18,,,,,,,,,,,
G000.079-00.211,Q,0.080,-0.210,266.657,-28.977,66,,,,,,,,,,,
G000.079-00.626,Q,0.080,-0.625,267.064,-29.192,92,,,,,,,,,,,
G000.082-00.097,Q,0.083,-0.096,266.548,-28.916,29,,,,,,,,,,,
G000.099-00.168,C,0.099,-0.168,266.628,-28.939,15,,,,16.0,CS,,,,,,
G000.114-00.092,Q,0.115,-0.091,266.562,-28.886,22,,,,,,,,,,,
G000.120-00.556,K,0.120,-0.556,267.020,-29.122,360,S19,,11.6,,,,,,,,
G000.120-00.633,Q,0.121,-0.632,267.095,-29.161,93,,,,,,,,,,,
G000.121-00.304,Q,0.122,-0.304,266.774,-28.990,37,,,,,,,,,,,
G000.125-00.086,Q,0.126,-0.086,266.564,-28.873,29,,,,,,,,,,,
G000.129-00.674,Q,0.129,-0.673,267.140,-29.174,51,,,,,,,,,,,
G000.132+00.039,Q,0.132,0.040,266.445,-28.803,299,,,,,,,,,,,
G000.138-00.115,Q,0.139,-0.114,266.599,-28.877,363,,,,,,,,,,,
G000.158-00.065,C,0.159,-0.065,266.563,-28.834,34,,,,,,,,,,,
G000.170+00.153,C,0.170,0.153,266.357,-28.711,42,,,,,,,,,,,
G000.176-00.062,Q,0.177,-0.062,266.570,-28.817,95,,,,,,,,,,,
G000.197-00.007,Q,0.197,-0.006,266.529,-28.771,24,,,,,,,,,,,
G000.199-00.512,Q,0.200,-0.512,267.024,-29.031,17,,,,,,,,,,,
G000.208-00.002,C,0.209,-0.002,266.531,-28.759,26,,,,,,,,,,,
G000.227-00.502,Q,0.228,-0.502,267.031,-29.002,72,,,,,,,,,,,
G000.279-00.059,Q,0.279,-0.058,266.627,-28.728,191,,,,,,,,,,,
G000.279-00.482,K,0.279,-0.482,267.041,-28.948,60,G000.284-00.478,,20.0,18.5,CS,,,,,,
G000.298-01.051,Q,0.298,-1.050,267.610,-29.223,230,,,,,,,,,,,
G000.314-00.194,K,0.314,-0.194,266.780,-28.768,26,S20,,9.6,18.7,CS,,,,,,
G000.314-00.205,K,0.315,-0.204,266.791,-28.773,42,S20,,9.6,18.7,CS,,,,,,
G000.316-00.149,Q,0.316,-0.149,266.738,-28.743,37,,,,,,,,,,,
G000.319-00.119,Q,0.319,-0.119,266.711,-28.725,27,,,,,,,,,,,
G000.328-00.804,K,0.329,-0.803,267.385,-29.070,234,G000.361-00.780,G000.361-00.780,20.0,,,,,,,,
G000.331-00.065,Q,0.331,-0.064,266.664,-28.687,42,,,,,,,,,,,
G000.335-00.016,C,0.335,-0.015,266.619,-28.658,42,,,,,,,,,,,
G000.346-00.028,C,0.347,-0.027,266.637,-28.654,27,,,,,,,,,,,
G000.352-00.020,Q,0.353,-0.019,266.633,-28.645,29,,,,,,,,,,,
G000.360-00.141,Q,0.361,-0.140,266.756,-28.701,20,,,,,,,,,,,
G000.382+00.017,K,0.382,0.017,266.615,-28.601,67,G000.382+00.017,,25.7;41.4,84.4,CS,,,,,,
G000.394-00.132,Q,0.395,-0.131,266.767,-28.667,28,,,,,,,,,,,
G000.397-00.091,Q,0.398,-0.091,266.730,-28.644,22,,,,,,,,,,,
G000.401+00.408,Q,0.402,0.409,266.246,-28.380,20,,,,,,,,,,,
G000.408-00.881,Q,0.408,-0.881,267.508,-29.042,139,,,,,,,,,,,
G000.410-00.778,Q,0.410,-0.778,267.408,-28.988,137,,G000.361-00.780,,,,,,,,,
G000.411-00.060,Q,0.411,-0.059,266.707,-28.616,17,,,,,,,,,,,
G000.414-00.021,Q,0.415,-0.021,266.671,-28.593,38,,,,,,,,,,,
G000.418-00.081,Q,0.418,-0.081,266.732,-28.621,22,,,,,,,,,,,
G000.421-00.555,G,0.421,-0.554,267.196,-28.863,72,,G000.394-00.540,,,,,,,,,
G000.436-00.084,Q,0.437,-0.084,266.746,-28.607,41,,,,,,,,,,,
G000.452-00.904,Q,0.453,-0.903,267.556,-29.015,51,,,,,,,,,,,
G000.455-00.476,K,0.456,-0.475,267.139,-28.793,677,G000.394-00.540,G000.394-00.540,24.0,,,,,,,,
G000.456-00.808,Q,0.456,-0.808,267.465,-28.963,149,,,,,,,,,,,
G000.460-00.048,Q,0.461,-0.048,266.725,-28.567,21,,,,,,,,,,,
G000.471-00.055,Q,0.472,-0.055,266.738,-28.562,43,,,,,,,,,,,
G000.475-00.675,K,0.476,-0.674,267.345,-28.878,54,G000.489-00.668,,17.5,,,,,,,,
G000.477-00.130,Q,0.477,-0.130,266.814,-28.596,111,,,,,,,,,,,
G000.479+00.072,Q,0.480,0.072,266.619,-28.489,42,,,,,,,,,,,
G000.484-00.900,Q,0.484,-0.899,267.571,-28.986,27,,,,,,,,,,,
G000.486+00.201,Q,0.487,0.201,266.498,-28.416,12,,,,,,,,,,,
G000.490-00.074,G,0.490,-0.074,266.767,-28.556,42,,G000.510-00.051,,,,,,,,,
G000.492+00.191,C,0.492,0.192,266.511,-28.416,42,,,,,,,,,,,
G000.496-00.828,Q,0.497,-0.827,267.507,-28.938,16,,,,,,,,,,,
G000.497+00.159,C,0.497,0.159,266.545,-28.429,60,,,,,,,,,,,
G000.498-00.678,K,0.498,-0.678,267.362,-28.861,54,G000.489-00.668,,17.5,,,,,,,,
G000.501+00.190,Q,0.501,0.191,266.517,-28.409,12,,,,,,,,,,,
G000.504-00.789,Q,0.504,-0.789,267.474,-28.913,35,,,,,,,,,,,
G000.519+00.177,Q,0.519,0.177,266.541,-28.401,8,,,,-3.8,CS,,,,,,
G000.519-00.051,K,0.520,-0.051,266.763,-28.518,208,G000.510-00.051,G000.510-00.051,45.0,,,,,,,,
G000.520+00.195,Q,0.521,0.196,266.524,-28.390,16,,,,-3.8,CS,,,,,,
G000.522-00.011,Q,0.523,-0.011,266.725,-28.495,27,,,,,,,,,,,
G000.523+00.168,Q,0.524,0.169,266.551,-28.401,9,,,,-3.8,CS,,,,,,
G000.525+00.190,Q,0.525,0.191,266.531,-28.388,9,,,,-3.8,CS,,,,,,
G000.528+00.180,K,0.528,0.181,266.542,-28.391,25,G000.521+00.178,G000.521+00.178,-2.3,-3.8,CS,,,,,,
G000.529-00.107,Q,0.530,-0.106,266.822,-28.539,27,,,,,,,,,,,
G000.530+00.131,Q,0.530,0.132,266.591,-28.415,50,,,,,,,,,,,
G000.530-00.156,Q,0.530,-0.156,266.871,-28.564,29,,,,,,,,,,,
G000.533-00.082,G,0.533,-0.082,266.801,-28.523,66,,G000.510-00.051,,,,,,,,,
G000.534+00.168,G,0.535,0.169,266.558,-28.392,31,,G000.521+00.178,,-3.8,CS,,,,,,
G000.541-00.046,Q,0.541,-0.046,266.770,-28.497,20,,,,,,,,,,,
G000.544-00.227,Q,0.544,-0.226,266.948,-28.588,128,,,,,,,,,,,
G000.547-00.060,Q,0.547,-0.060,266.787,-28.500,20,,,,,,,,,,,
G000.548-00.852,G,0.548,-0.851,267.561,-28.907,28,,G000.561-00.850,,,,,,,,,
G000.548-00.836,G,0.549,-0.835,267.546,-28.898,41,,G000.561-00.850,,,,,,,,,
G000.551+00.060,Q,0.551,0.060,266.673,-28.434,90,,,,,,,,,,,
G000.557-00.079,Q,0.557,-0.079,266.812,-28.501,20,,,,,,,,,,,
G000.563-00.852,G,0.563,-0.852,267.571,-28.894,35,,G000.561-00.850,,,,,,,,,
G000.563-00.037,Q,0.564,-0.037,266.775,-28.474,23,,,,,,,,,,,
G000.563-00.824,Q,0.564,-0.823,267.543,-28.879,39,,G000.561-00.850,,,,,,,,,
G000.567-00.097,Q,0.567,-0.097,266.835,-28.502,20,,,,,,,,,,,
G000.574+00.128,Q,0.574,0.129,266.620,-28.378,19,,,,,,,,,,,
G000.579-00.045,Q,0.579,-0.045,266.792,-28.465,24,,,,,,,,,,,
G000.583-00.871,K,0.584,-0.871,267.601,-28.886,79,G000.561-00.850,G000.561-00.850,15.0,,,,,,,,
G000.586-00.127,Q,0.587,-0.127,266.876,-28.500,15,,,,,,,,,,,
G000.587-00.086,Q,0.587,-0.086,266.836,-28.479,28,,,,,,,,,,,
G000.591+00.050,C,0.592,0.051,266.706,-28.404,42,,,,,,,,,,,
G000.593-00.047,Q,0.593,-0.046,266.802,-28.453,92,,,,,,,,,,,
G000.595-00.618,K,0.596,-0.617,267.360,-28.746,215,G000.572-00.628,,20.0,,,,,,,,
G000.596-00.171,Q,0.596,-0.171,266.924,-28.515,16,,,,,,,,,,,
G000.599-00.049,C,0.600,-0.048,266.807,-28.449,19,,,,,,,,,,,
G000.600-00.121,Q,0.600,-0.121,266.878,-28.486,11,,,,,,,,,,,
G000.601-00.069,Q,0.602,-0.069,266.828,-28.458,22,,,,,,,,,,,
G000.602-00.051,C,0.602,-0.051,266.811,-28.448,18,,,,,,,,,,,
G000.602+00.333,K,0.603,0.334,266.438,-28.248,83,G000.605+00.325,,-0.6,,,,,,,,
G000.605-00.202,Q,0.606,-0.202,266.960,-28.523,42,,,,,,,,,,,
G000.616-00.052,Q,0.616,-0.051,266.820,-28.436,21,,,,,,,,,,,
G000.624-00.046,Q,0.625,-0.046,266.819,-28.426,42,,,,,,,,,,,
G000.630-00.027,C,0.630,-0.027,266.804,-28.412,42,,,,,,,,,,,
G000.638-00.115,C,0.639,-0.114,266.895,-28.450,49,,,,,,,,,,,
G000.649-00.080,K,0.649,-0.080,266.867,-28.423,95,G000.656-00.058; Sgr B2,,64.6,,,,07.8,00.9,Parallax,00.7,-010
G000.657-00.041,G,0.657,-0.041,266.834,-28.396,24,,G000.656-00.058,,50.8;81.6,CS,,,,,,
G000.660-00.052,Q,0.660,-0.052,266.847,-28.399,14,,,,,,,,,,,
G000.666-00.036,G,0.666,-0.036,266.834,-28.386,16,,G000.656-00.058,,50.8;81.6,CS,,,,,,
G000.666-00.051,Q,0.666,-0.050,266.849,-28.393,19,,,,50.8;81.6,CS,,,,,,
G000.668+00.641,K,0.669,0.642,266.179,-28.031,343,G000.640+00.623,,3.7,,,,,,,,
G000.670-00.043,C,0.670,-0.042,266.843,-28.385,14,,,,50.8;81.6,CS,,,,,,
G000.670-00.035,C,0.670,-0.034,266.835,-28.381,19,,,,50.8;81.6,CS,,,,,,
G000.674+00.083,Q,0.675,0.083,266.724,-28.316,61,,,,,,,,,,,
G000.676-00.043,C,0.676,-0.042,266.847,-28.380,13,,,,50.8;81.6,CS,,,,,,
G000.681-00.064,Q,0.681,-0.064,266.871,-28.387,31,,,,,,,,,,,
G000.681-00.035,C,0.682,-0.035,266.842,-28.372,27,,,,,,,,,,,
G000.692-00.047,C,0.692,-0.046,266.860,-28.368,25,,,,,,,,,,,
G000.697-00.053,C,0.698,-0.053,266.869,-28.367,25,,,,,,,,,,,
G000.711-00.039,Q,0.712,-0.039,266.864,-28.348,26,,,,,,,,,,,
G000.719+00.029,Q,0.720,0.029,266.803,-28.306,42,,,,,,,,,,,
G000.729-00.103,K,0.729,-0.103,266.937,-28.367,72,G000.729-00.103,,105.3;83.2,,,,08.5,,Nuclear Disk,00.1,-015
G000.755-00.027,Q,0.756,-0.026,266.878,-28.304,36,,,,,,,,,,,
G000.775-00.087,Q,0.775,-0.086,266.948,-28.318,43,,,,,,,,,,,
G000.800+00.010,Q,0.801,0.010,266.869,-28.246,61,,,,,,,,,,,
G000.801+00.205,Q,0.802,0.206,266.680,-28.144,39,,,,,,,,,,,
G000.820-00.254,Q,0.821,-0.254,267.137,-28.366,40,,,,,,,,,,,
G000.829+00.198,K,0.829,0.199,266.703,-28.124,190,G000.838+00.189,,5.6,5.4,CS,,,,,,
G000.834-00.457,Q,0.835,-0.457,267.343,-28.459,454,,,,,,,,,,,
G000.843-00.106,Q,0.843,-0.106,267.006,-28.270,42,,,,,,,,,,,
G000.929-00.520,Q,0.930,-0.519,267.460,-28.409,42,,,,,,,,,,,
G000.930-00.235,Q,0.931,-0.234,267.183,-28.261,42,,,,,,,,,,,
G000.957-00.234,Q,0.958,-0.233,267.197,-28.238,36,,,,,,,,,,,
G001.005-00.236,C,1.005,-0.236,267.228,-28.199,50,,,,,,,,,,,
G001.011-00.217,Q,1.011,-0.216,267.212,-28.183,37,,,,,,,,,,,
G001.050+00.007,Q,1.051,0.007,267.018,-28.034,91,,,,,,,,,,,
G001.055-00.154,Q,1.056,-0.153,267.177,-28.113,126,,,,,,,,,,,
G001.061-00.235,Q,1.061,-0.234,267.259,-28.149,42,,,,,,,,,,,
G001.099-00.090,Q,1.099,-0.089,267.140,-28.042,30,,G001.125-00.105,,,,,,,,,
G001.114-00.114,Q,1.114,-0.114,267.173,-28.042,20,,G001.125-00.105,,-15.6,CS,,,,,,
G001.119-00.266,Q,1.119,-0.266,267.323,-28.116,221,,,,,,,,,,,
G001.125-00.106,K,1.125,-0.105,267.171,-28.028,60,G001.125-00.105; Sgr D,,-19.7,-15.6,CS,,,,,,
G001.138+00.807,C,1.138,0.808,266.296,-27.544,37,,,,,,,,,,,
G001.157+00.064,Q,1.157,0.065,267.024,-27.913,25,,,,,,,,,,,
G001.218-00.034,K,1.219,-0.034,267.156,-27.911,611,G001.149-00.062; Sgr D,,-17.0,,,,,,,,
G001.321+00.101,K,1.322,0.102,267.085,-27.753,58,G001.324+00.104,,-12.7,,,,,,,,
G001.330+00.088,K,1.330,0.088,267.103,-27.753,42,G001.330+00.088,,-13.2,,,,,,,,
G001.330+00.145,K,1.331,0.146,267.048,-27.723,78,G001.330+00.150,G001.330+00.150,-20.1,,,,,,,,
G001.362+00.118,Q,1.363,0.119,267.092,-27.709,70,,G001.330+00.150,,,,,,,,,
G001.488-00.199,K,1.488,-0.199,267.473,-27.766,42,G001.488-00.199,,-2.2,,,,,,,,
G001.662-00.272,Q,1.663,-0.271,267.644,-27.653,42,,,,,,,,,,,
G001.679-00.028,Q,1.680,-0.027,267.418,-27.513,65,,,,,,,,,,,
G001.772+00.633,Q,1.772,0.634,266.834,-27.093,42,,,,,,,,,,,
G001.813-00.137,Q,1.813,-0.136,267.601,-27.454,38,,,,,,,,,,,
G001.863-00.380,C,1.863,-0.379,267.865,-27.536,57,,,,,,,,,,,
G001.912-00.273,Q,1.912,-0.272,267.790,-27.439,42,,,,,,,,,,,
G001.935-00.376,Q,1.936,-0.375,267.903,-27.471,21,,,,,,,,,,,
G001.939-00.311,Q,1.939,-0.310,267.842,-27.435,42,,,,,,,,,,,
G001.975+00.172,Q,1.975,0.173,267.396,-27.156,75,,,,,,,,,,,
G001.978-00.333,Q,1.978,-0.333,267.886,-27.413,40,,,,,,,,,,,
G001.989-00.678,Q,1.990,-0.677,268.227,-27.579,19,,,,,,,,,,,
G002.009-00.680,K,2.009,-0.680,268.240,-27.563,42,G002.009-00.680,,18.2,,,,,,,,
G002.084-00.578,Q,2.084,-0.578,268.184,-27.447,22,,,,,,,,,,,
G002.087-00.149,Q,2.087,-0.148,267.770,-27.225,42,,,,,,,,,,,
G002.143+00.009,Q,2.144,0.010,267.650,-27.096,42,,,,,,,,,,,
G002.164+00.010,Q,2.165,0.010,267.662,-27.077,42,,,,,,,,,,,
G002.245-00.677,Q,2.246,-0.677,268.373,-27.358,42,,,,,,,,,,,
G002.257+00.232,Q,2.257,0.233,267.501,-26.884,39,,G002.303+00.243,,,,,,,,,
G002.272+00.237,K,2.272,0.237,267.505,-26.868,284,G002.303+00.243,G002.303+00.243,4.9,,,,,,,,
G002.307+00.227,Q,2.308,0.228,267.534,-26.843,45,,G002.303+00.243,,,,,,,,,
G002.317-00.149,Q,2.317,-0.149,267.903,-27.028,85,,,,,,,,,,,
G002.374-00.053,C,2.374,-0.053,267.843,-26.930,56,,,,,,,,,,,
G002.404+00.068,K,2.404,0.068,267.743,-26.842,51,G002.404+00.068,,7.1,,,,,,,,
G002.418+00.078,Q,2.419,0.078,267.742,-26.824,115,,,,,,,,,,,
G002.422-00.611,K,2.423,-0.611,268.410,-27.172,88,G002.418-00.611,,7.8,,,,,,,,
G002.440+00.479,Q,2.440,0.480,267.368,-26.600,85,,,,,,,,,,,
G002.451+00.136,Q,2.451,0.136,267.705,-26.766,42,,,,9.1,NH3,,,,,,
G002.516-00.141,Q,2.516,-0.141,268.009,-26.853,135,,,,,,,,,,,
G002.521-00.024,K,2.522,-0.023,267.899,-26.788,171,G002.510-00.028,,8.3,,,,,,,,
G002.542-00.152,Q,2.542,-0.152,268.034,-26.835,56,,,,,,,,,,,
G002.561-01.184,Q,2.561,-1.183,269.044,-27.342,211,,,,,,,,,,,
G002.584-00.008,Q,2.585,-0.007,267.919,-26.726,53,,,,,,,,,,,
G002.590+00.010,Q,2.590,0.010,267.906,-26.712,46,,,,,,,,,,,
G002.596-00.030,Q,2.597,-0.030,267.948,-26.726,45,,,,,,,,,,,
G002.600+00.174,Q,2.601,0.175,267.753,-26.618,132,,,,,,,,,,,
G002.614+00.133,K,2.614,0.133,267.801,-26.628,60,G002.611+00.135,,102.4,96.1;12.0,CS,,,,,,
G002.635+00.166,Q,2.635,0.167,267.781,-26.593,61,,,,,,,,,,,
G002.675+00.037,Q,2.676,0.038,267.928,-26.624,46,,,,,,,,,,,
G002.681+00.011,Q,2.682,0.011,267.957,-26.633,75,,,,,,,,,,,
G002.683+00.138,Q,2.684,0.138,267.836,-26.566,42,,,,10.2,NH3,,,,,,
G002.696+00.033,Q,2.697,0.033,267.944,-26.608,47,,,,,,,,,,,
G002.733-00.412,Q,2.733,-0.411,268.394,-26.803,42,,,,,,,,,,,
G002.736-00.083,C,2.736,-0.082,268.078,-26.633,32,,,,,,,,,,,
G002.773+00.107,Q,2.773,0.107,267.917,-26.505,56,,,,,,,,,,,
G002.813-00.141,K,2.813,-0.140,268.178,-26.597,107,G002.819-00.132,,2.5,,,,,,,,
G002.883-00.204,C,2.884,-0.204,268.279,-26.568,42,,,,,,,,,,,
G002.889-00.044,K,2.890,-0.044,268.128,-26.482,283,G002.901-00.006,,-1.5,,,,,,,,
G002.893+00.023,C,2.893,0.024,268.065,-26.444,60,,,,,,,,,,,
G002.940+00.120,Q,2.940,0.120,268.000,-26.355,40,,,,,,,,,,,
G002.961-00.053,K,2.961,-0.053,268.178,-26.425,59,G002.961-00.053,,18.1;-3.5,,,,,,,,
G003.070+00.514,Q,3.071,0.515,267.696,-26.041,76,,,,,,,,,,,
G003.251-00.276,Q,3.252,-0.275,268.556,-26.287,188,,,,,,,,,,,
G003.266-00.061,K,3.267,-0.061,268.359,-26.165,392,G003.270-00.101,G003.270-00.101,4.9,,,,,,,,
G003.318-00.417,Q,3.318,-0.416,268.730,-26.301,36,,,,,,,,,,,
G003.318-00.030,G,3.319,-0.030,268.358,-26.105,48,,G003.270-00.101,,,,,,,,,
G003.349-00.078,K,3.350,-0.077,268.421,-26.102,72,G003.342-00.079,,8.3,9.5,CS,,,,,,
G003.391-00.094,Q,3.391,-0.093,268.460,-26.075,16,,,,,,,,,,,
G003.391+00.883,Q,3.392,0.883,267.527,-25.576,81,,,,,,,,,,,
G003.439-00.349,K,3.439,-0.349,268.733,-26.163,42,G003.439-00.349,,-21.6,-23.0,CS,,,,,,
G003.442-00.650,K,3.443,-0.649,269.024,-26.311,120,G003.449-00.647,,0.1,,,,,,,,
G003.462-00.014,Q,3.463,-0.014,268.424,-25.973,16,,,,,,,,,,,
G003.497-00.326,Q,3.498,-0.326,268.743,-26.100,35,,,,,,,,,,,
G003.555-00.808,Q,3.556,-0.808,269.240,-26.293,22,,,,,,,,,,,
G003.555-00.799,Q,3.556,-0.798,269.231,-26.288,14,,,,,,,,,,,
G003.570+00.050,Q,3.570,0.051,268.423,-25.847,42,,,,,,,,,,,
G003.577-00.237,Q,3.577,-0.236,268.702,-25.987,51,,,,,,,,,,,
G003.607-00.209,Q,3.608,-0.209,268.693,-25.947,152,,,,,,,,,,,
G003.627+00.087,Q,3.628,0.087,268.420,-25.779,64,,,,,,,,,,,
G003.647+00.089,Q,3.648,0.090,268.430,-25.761,42,,,,,,,,,,,
G003.650-00.122,K,3.650,-0.121,268.633,-25.865,72,G003.655-00.111,,4.6,,,,,,,,
G003.664-00.098,C,3.665,-0.097,268.618,-25.841,31,,,,,,,,,,,
G003.676-00.100,C,3.677,-0.100,268.627,-25.832,29,,,,,,,,,,,
G003.690-00.271,Q,3.691,-0.271,268.799,-25.906,49,,,,,,,,,,,
G003.716-00.225,Q,3.717,-0.225,268.769,-25.860,168,,,,,,,,,,,
G003.720+00.014,C,3.720,0.015,268.542,-25.736,42,,,,,,,,,,,
G003.740-00.080,Q,3.740,-0.080,268.644,-25.767,41,,,,4.5,NH3,,,,,,
G003.741+00.023,C,3.741,0.023,268.546,-25.714,42,,,,,,,,,,,
G003.759+00.081,Q,3.759,0.081,268.500,-25.669,49,,,,,,,,,,,
G003.765+00.039,C,3.766,0.039,268.544,-25.685,42,,,,,,,,,,,
G003.791+00.091,Q,3.791,0.091,268.508,-25.636,33,,,,,,,,,,,
G003.802-00.226,Q,3.802,-0.225,268.818,-25.787,172,,,,,,,,,,,
G003.826-01.048,Q,3.826,-1.047,269.622,-26.179,161,,,,,,,,,,,
G003.836-00.180,C,3.837,-0.180,268.793,-25.734,54,,,,,,,,,,,
G003.877-00.034,Q,3.877,-0.033,268.676,-25.625,70,,,,,,,,,,,
G003.911-00.001,Q,3.912,-0.000,268.664,-25.579,38,,,,,,,,,,,
G003.928-00.116,K,3.928,-0.116,268.784,-25.623,42,G003.928-00.116,,32.1,,,,,,,,
G003.928+00.010,Q,3.929,0.010,268.663,-25.559,50,,,,,,,,,,,
G003.940-00.383,Q,3.941,-0.382,269.046,-25.746,52,,,,,,,,,,,
G003.959-00.094,K,3.960,-0.094,268.780,-25.585,134,G003.949-00.100,,6.5,,,,,,,,
G003.961-00.212,Q,3.961,-0.211,268.893,-25.642,15,,,,,,,,,,,
G003.975-00.797,Q,3.975,-0.796,269.463,-25.924,119,,,,,,,,,,,
G003.999+00.337,Q,4.000,0.338,268.391,-25.332,59,,,,12.2,NH3,,,,,,
G004.009-00.295,Q,4.009,-0.295,269.000,-25.643,67,,,,,,,,,,,
G004.011-00.153,Q,4.011,-0.152,268.865,-25.570,32,,,,,,,,,,,
G004.017-00.032,Q,4.017,-0.031,268.753,-25.504,40,,,,,,,,,,,
G004.021-00.105,Q,4.022,-0.105,268.825,-25.536,29,,,,,,,,,,,
G004.037-00.107,Q,4.037,-0.106,268.835,-25.524,40,,,,,,,,,,,
G004.056-00.015,Q,4.056,-0.014,268.758,-25.461,34,,,,,,,,,,,
G004.108+00.022,Q,4.109,0.023,268.752,-25.397,72,,,,,,,,,,,
G004.125+00.060,Q,4.125,0.060,268.725,-25.364,115,,,,,,,,,,,
G004.132-01.017,Q,4.133,-1.016,269.763,-25.898,302,,,,,,,,,,,
G004.164-00.209,Q,4.165,-0.209,269.004,-25.466,40,,,,,,,,,,,
G004.167-00.188,Q,4.167,-0.187,268.986,-25.453,18,,,,,,,,,,,
G004.178-00.242,Q,4.179,-0.242,269.044,-25.470,48,,,,,,,,,,,
G004.195-00.052,C,4.196,-0.051,268.871,-25.359,42,,,,,,,,,,,
G004.202-00.027,C,4.203,-0.027,268.851,-25.341,42,,,,,,,,,,,
G004.232+00.625,Q,4.233,0.626,268.247,-24.985,66,,,,,,,,,,,
G004.270+00.038,Q,4.270,0.039,268.827,-25.250,129,,,,,,,,,,,
G004.283+00.031,C,4.284,0.031,268.841,-25.242,42,,,,,,,,,,,
G004.333-00.196,Q,4.333,-0.195,269.086,-25.313,16,,,,,,,,,,,
G004.343+00.115,K,4.343,0.116,268.794,-25.148,113,G004.346+00.115,,7.0,,,,,,,,
G004.354-00.456,Q,4.355,-0.455,269.346,-25.425,35,,,,,,,,,,,
G004.389-00.359,Q,4.390,-0.359,269.273,-25.346,30,,,,,,,,,,,
G004.404-00.357,Q,4.404,-0.357,269.280,-25.333,33,,,,,,,,,,,
G004.409+00.110,K,4.409,0.111,268.836,-25.093,235,G004.412+00.118,,4.1,4.0,CS,,,,,,
G004.491-00.143,C,4.491,-0.143,269.123,-25.150,42,,,,,,,,,,,
G004.497-00.959,Q,4.497,-0.958,269.908,-25.553,147,,,,,,,,,,,
G004.525-00.136,G,4.525,-0.136,269.135,-25.117,84,,G004.527-00.136,,,,,,,,,
G004.530-00.105,G,4.530,-0.105,269.108,-25.097,43,,G004.527-00.136,,,,,,,,,
G004.532+00.361,Q,4.532,0.362,268.665,-24.860,42,,,,,,,,,,,
G004.557-00.124,K,4.558,-0.123,269.141,-25.083,157,G004.527-00.136,G004.527-00.136,10.2,,,,,,,,
G004.565-00.130,Q,4.566,-0.130,269.152,-25.079,43,,,,,,,,,,,
G004.593-00.057,Q,4.593,-0.057,269.098,-25.019,42,,,,,,,,,,,
G004.610+00.180,Q,4.610,0.180,268.881,-24.885,40,,,,,,,,,,,
G004.613-00.150,G,4.613,-0.149,269.197,-25.048,61,,G004.527-00.136,,,,,,,,,
G004.753+00.308,Q,4.753,0.309,268.838,-24.696,83,,,,,,,,,,,
G004.780-00.198,Q,4.781,-0.198,269.336,-24.927,382,,,,,,,,,,,
G004.860-00.223,C,4.861,-0.223,269.404,-24.871,122,,,,,,,,,,,
G005.035+00.140,C,5.035,0.140,269.155,-24.538,76,,,,,,,,,,,
G005.046-00.195,C,5.046,-0.194,269.479,-24.695,65,,,,,,,,,,,
G005.060-00.276,Q,5.061,-0.275,269.564,-24.724,39,,,,,,,,,,,
G005.065-00.043,Q,5.066,-0.042,269.345,-24.602,51,,,,,,,,,,,
G005.068+00.275,K,5.069,0.275,269.045,-24.441,274,G005.049+00.254,,12.0,,,,,,,,
G005.084+00.002,Q,5.084,0.003,269.313,-24.564,15,,,,,,,,,,,
G005.101-00.001,C,5.102,-0.001,269.325,-24.551,51,,,,,,,,,,,
G005.139-00.094,Q,5.140,-0.094,269.435,-24.564,51,,,,,,,,,,,
G005.186-00.083,Q,5.187,-0.083,269.450,-24.518,21,,,,,,,,,,,
G005.189-00.285,K,5.189,-0.285,269.644,-24.617,132,G005.193-00.284,,1.9,,,,,,,,
G005.189-00.354,C,5.190,-0.353,269.710,-24.651,82,,,,,,,,,,,
G005.332+00.081,K,5.332,0.081,269.375,-24.311,546,G005.332+00.081,,11.8,,,,,,,,
G005.387+00.248,Q,5.388,0.249,269.246,-24.178,88,,,,,,,,,,,
G005.401-00.272,C,5.401,-0.272,269.748,-24.427,48,,,,,,,,,,,
G005.475-00.243,K,5.475,-0.243,269.761,-24.348,105,G005.479-00.241,G005.479-00.241,21.4,26.0,CS,,,,,,
G005.484-00.232,K,5.484,-0.232,269.755,-24.335,16,G005.479-00.241,G005.479-00.241,21.4,26.0,CS,,,,,,
G005.493-00.103,Q,5.493,-0.103,269.638,-24.263,17,,,,,,,,,,,
G005.503-00.252,G,5.504,-0.252,269.785,-24.328,46,,G005.479-00.241,,22.0,NH3,,,,,,
G005.524+00.033,K,5.524,0.033,269.525,-24.168,42,G005.524+00.033,,23.3,,,,,,,,
G005.544-00.214,Q,5.544,-0.214,269.771,-24.274,11,,,,,,,,,,,
G005.551-00.208,Q,5.552,-0.208,269.769,-24.265,13,,,,,,,,,,,
