WISE Name,Catalog,GLong,GLat,RA,Dec,Radius,HII Region,Membership,VLSR,VLSR (Mol.),Molecule,KDAR,Dist.,Err Dist.,Dist. Method,RGal,z
G005.575-00.268,Q,5.575,-0.268,269.839,-24.274,241,,,,,,,,,,,
G005.579+00.412,Q,5.579,0.413,269.196,-23.930,42,,,,,,,,,,,
G005.585-00.380,C,5.585,-0.379,269.951,-24.321,30,,,,,,,,,,,
G005.589-00.245,C,5.590,-0.244,269.825,-24.250,20,,,,,,,,,,,
G005.629-00.293,C,5.630,-0.293,269.893,-24.239,42,,,,,,,,,,,
G005.633+00.238,K,5.633,0.238,269.391,-23.971,59,G005.633+00.240,,6.3,7.9,NH3,,,,,,
G005.637+00.232,K,5.638,0.233,269.399,-23.970,19,G005.633+00.240,,6.3,7.9,NH3,,,,,,
G005.705-00.127,Q,5.705,-0.127,269.776,-24.091,42,,,,,,,,,,,
G005.806-00.423,Q,5.807,-0.423,270.113,-24.150,32,,G005.899-00.427,,,,,,,,,
G005.841-00.515,Q,5.841,-0.514,270.219,-24.166,37,,,,16.2,NH3,,,,,,
G005.845-00.422,G,5.846,-0.422,270.133,-24.116,80,,G005.899-00.427,,,,,,,,,
G005.855+00.355,Q,5.855,0.355,269.401,-23.720,22,,,,,,,,,,,
G005.883-00.399,K,5.883,-0.398,270.131,-24.072,22,G005.899-00.427,G005.899-00.427,10.1,9.2,NH3,,,,,,
G005.885-00.393,K,5.886,-0.392,270.127,-24.067,22,G005.899-00.427,G005.899-00.427,10.1,9.2,NH3,,,,,,
G005.886-00.331,Q,5.886,-0.330,270.068,-24.035,20,,G005.899-00.427,,10.1,NH3,,,,,,
G005.887-00.443,K,5.888,-0.443,270.176,-24.090,436,G005.899-00.427,G005.899-00.427,10.1,,,,,,,,
G005.894-00.321,Q,5.894,-0.321,270.064,-24.024,33,,G005.899-00.427,,10.1,NH3,,,,,,
G005.900-00.431,K,5.900,-0.430,270.171,-24.073,107,G005.899-00.427,G005.899-00.427,10.1,6.6,NH3,,,,,,
G005.902-00.360,Q,5.903,-0.359,270.105,-24.035,26,,G005.899-00.427,,,,,,,,,
G005.905-00.460,G,5.906,-0.460,270.202,-24.083,60,,G005.899-00.427,,,,,,,,,
G005.906+00.095,Q,5.906,0.096,269.675,-23.806,32,,,,,,,,,,,
G005.915-00.354,G,5.916,-0.353,270.106,-24.021,149,,G005.899-00.427,,,,,,,,,
G005.923-00.392,Q,5.924,-0.392,270.147,-24.033,23,,G005.899-00.427,,,,,,,,,
G005.932-00.091,Q,5.932,-0.090,269.865,-23.876,73,,,,,,,,,,,
G005.933-00.416,Q,5.933,-0.415,270.175,-24.037,8,,G005.899-00.427,,,,,,,,,
G005.939-00.426,G,5.940,-0.426,270.188,-24.036,60,,G005.899-00.427,,,,,,,,,
G005.946-00.142,Q,5.946,-0.141,269.922,-23.889,42,,,,,,,,,,,
G005.953-00.475,Q,5.954,-0.475,270.243,-24.048,16,,,,,,,,,,,
G005.956-00.420,Q,5.957,-0.419,270.191,-24.018,25,,G005.899-00.427,,,,,,,,,
G005.975-00.431,Q,5.976,-0.430,270.212,-24.007,33,,G005.899-00.427,,,,,,,,,
G005.981-00.002,Q,5.982,-0.001,269.808,-23.789,45,,,,,,,,,,,
G005.987-01.191,K,5.988,-1.191,270.944,-24.372,429,G005.956-01.265; M8,,2.8,,,,,,,,
G006.005-00.368,K,6.006,-0.367,270.168,-23.950,162,G006.014-00.364,,14.2;-31.9,,,,,,,,
G006.043+00.316,Q,6.044,0.316,269.542,-23.577,42,,,,,,,,,,,
G006.049-01.451,G,6.050,-1.451,271.226,-24.446,80,,G006.165-01.168,,,,,,,,,
G006.057-00.033,Q,6.057,-0.033,269.879,-23.739,42,,,,,,,,,,,
G006.077-00.135,K,6.077,-0.134,269.986,-23.772,336,G006.083-00.117,,8.8,,,,,,,,
G006.092-00.541,Q,6.092,-0.540,270.379,-23.961,420,,G006.148-00.635,,,,,,,,,
G006.100-01.263,K,6.100,-1.262,271.073,-24.309,1459,G006.165-01.168,G006.165-01.168,3.1,,,,,,,,
G006.117-00.661,G,6.118,-0.660,270.507,-23.998,76,,G006.148-00.635,,,,,,,,,
G006.119-00.622,Q,6.120,-0.622,270.472,-23.977,39,,G006.148-00.635,,15.9,NH3,,,,,,
G006.128-00.252,C,6.129,-0.251,270.125,-23.786,104,,,,,,,,,,,
G006.131-00.380,Q,6.132,-0.380,270.248,-23.847,68,,,,,,,,,,,
G006.142-00.641,K,6.143,-0.640,270.502,-23.966,86,G006.148-00.635,G006.148-00.635,22.7,,,,,,,,
G006.157-00.067,Q,6.158,-0.067,269.966,-23.669,54,,,,,,,,,,,
G006.160-00.608,K,6.160,-0.608,270.481,-23.935,67,G006.160-00.608,,20.3,,,,,,,,
G006.181-00.138,Q,6.181,-0.137,270.045,-23.683,29,,,,,,,,,,,
G006.190-00.364,Q,6.190,-0.364,270.265,-23.788,38,,,,-33.8,NH3,,,,,,
G006.200-00.342,C,6.200,-0.341,270.249,-23.768,114,,,,,,,,,,,
G006.201-00.148,Q,6.201,-0.147,270.066,-23.671,25,,,,,,,,,,,
G006.202-00.138,Q,6.203,-0.137,270.057,-23.665,14,,,,11.7,NH3,,,,,,
G006.211-00.037,Q,6.212,-0.037,269.967,-23.607,39,,,,19.0,NH3,,,,,,
G006.213-00.105,K,6.214,-0.105,270.032,-23.639,60,G006.220-00.096,,14.5,,,,,,,,
G006.222-00.047,C,6.223,-0.047,269.982,-23.603,13,,,,19.0,NH3,,,,,,
G006.226-00.028,Q,6.227,-0.028,269.966,-23.589,56,,,,,,,,,,,
G006.231-00.130,Q,6.231,-0.130,270.065,-23.636,50,,,,,,,,,,,
G006.240-00.157,Q,6.240,-0.157,270.096,-23.642,34,,,,,,,,,,,
G006.246-00.125,C,6.247,-0.125,270.069,-23.620,36,,,,14.5,NH3,,,,,,
G006.256-00.074,Q,6.257,-0.073,270.026,-23.586,93,,,,,,,,,,,
G006.259-00.283,Q,6.259,-0.282,270.225,-23.687,20,,,,13.8,NH3,,,,,,
G006.270-00.576,K,6.270,-0.575,270.509,-23.823,279,G006.225-00.569,,20.3,,,,,,,,
G006.318-00.665,Q,6.319,-0.664,270.620,-23.825,170,,G006.744-00.818,,,,,,,,,
G006.344-00.013,Q,6.345,-0.012,270.016,-23.479,13,,,,,,,,,,,
G006.365-00.056,C,6.365,-0.055,270.067,-23.483,34,,,,,,,,,,,
G006.366-00.053,C,6.366,-0.053,270.066,-23.481,7,,,,,,,,,,,
G006.373-00.482,K,6.374,-0.481,270.476,-23.687,248,G006.398-00.474,,19.0,,,,,,,,
G006.374-00.038,Q,6.374,-0.037,270.055,-23.466,8,,,,,,,,,,,
G006.378-00.054,Q,6.378,-0.054,270.073,-23.471,10,,,,,,,,,,,
G006.378-00.046,Q,6.379,-0.045,270.065,-23.466,25,,,,,,,,,,,
G006.380-00.614,Q,6.380,-0.613,270.605,-23.746,78,,,,,,,,,,,
G006.389-00.198,C,6.389,-0.198,270.215,-23.533,381,,,,,,,,,,,
G006.445-00.254,Q,6.445,-0.253,270.298,-23.512,16,,,,,,,,,,,
G006.499-00.610,Q,6.499,-0.609,270.665,-23.641,207,,,,,,,,,,,
G006.505-00.008,Q,6.505,-0.008,270.098,-23.338,98,,,,,,,,,,,
G006.534-00.119,G,6.534,-0.118,270.218,-23.367,51,,G006.553-00.095,,,,,,,,,
G006.550-00.099,K,6.551,-0.098,270.208,-23.343,98,G006.553-00.095,G006.553-00.095,15.0,14.8,NH3,,,,,,
G006.561-00.135,G,6.561,-0.135,270.249,-23.352,28,,G006.553-00.095,,,,,,,,,
G006.575-00.086,G,6.576,-0.086,270.210,-23.315,46,,G006.553-00.095,,,,,,,,,
G006.576-00.123,Q,6.576,-0.122,270.245,-23.333,8,,,,,,,,,,,
G006.578-00.140,Q,6.579,-0.139,270.262,-23.339,13,,,,,,,,,,,
G006.597-00.176,Q,6.597,-0.176,270.306,-23.341,31,,,,,,,,,,,
G006.605-00.083,Q,6.605,-0.082,270.223,-23.288,20,,,,,,,,,,,
G006.609-00.082,Q,6.609,-0.081,270.224,-23.284,11,,,,,,,,,,,
G006.609-00.315,Q,6.610,-0.315,270.445,-23.399,57,,,,,,,,,,,
G006.614+00.138,Q,6.615,0.139,270.019,-23.170,16,,,,,,,,,,,
G006.616-00.717,K,6.616,-0.716,270.829,-23.592,1056,G006.744-00.818,G006.744-00.818,19.5,,,,,,,,
G006.664-01.545,C,6.664,-1.545,271.645,-23.956,201,,,,,,,,,,,
G006.777-00.097,C,6.777,-0.096,270.329,-23.146,28,,,,,,,,,,,
G006.779-00.310,Q,6.780,-0.310,270.532,-23.249,44,,,,,,,,,,,
G006.786+00.226,C,6.786,0.227,270.029,-22.978,23,,,,,,,,,,,
G006.791-00.093,Q,6.791,-0.093,270.333,-23.132,45,,,,,,,,,,,
G006.793-00.292,Q,6.794,-0.291,270.522,-23.228,24,,,,,,,,,,,
G006.793-00.010,Q,6.794,-0.009,270.255,-23.088,69,,,,,,,,,,,
G006.795-00.257,Q,6.795,-0.257,270.490,-23.209,42,,,,21.3,NH3,,,,,,
G006.798-00.114,Q,6.799,-0.114,270.357,-23.136,29,,,,,,,,,,,
G006.808+00.012,Q,6.809,0.013,270.243,-23.064,114,,,,,,,,,,,
G006.834+00.021,Q,6.835,0.021,270.249,-23.037,15,,,,,,,,,,,
G006.880-00.117,Q,6.880,-0.117,270.403,-23.066,45,,,,,,,,,,,
G006.882+00.054,Q,6.883,0.054,270.243,-22.979,154,,,,,,,,,,,
G006.911+00.029,Q,6.911,0.030,270.282,-22.967,56,,,,,,,,,,,
G006.911+00.145,Q,6.912,0.145,270.173,-22.909,46,,,,,,,,,,,
G006.915-02.304,G,6.915,-2.304,272.505,-24.104,286,,G006.930-02.130,,,,,,,,,
G006.930-02.130,K,6.930,-2.130,272.346,-24.007,477,G006.930-02.130; S29,,5.4,,,,,,,,
G006.930+00.165,Q,6.931,0.165,270.164,-22.882,34,,,,,,,,,,,
G006.968-00.050,Q,6.968,-0.049,270.387,-22.956,56,,,,,,,,,,,
G007.010+00.730,Q,7.010,0.730,269.676,-22.533,47,,,,,,,,,,,
G007.015-00.271,K,7.016,-0.271,270.622,-23.025,550,G006.979-00.250; S30,,13.8,,,,,,,,
G007.033+00.747,Q,7.033,0.748,269.672,-22.504,42,,,,,,,,,,,
G007.039+00.175,K,7.039,0.176,270.213,-22.783,62,G007.041+00.176,,8.9,,,,,,,,
G007.051-00.096,Q,7.051,-0.095,270.475,-22.907,84,,,,,,,,,,,
G007.112-02.412,Q,7.113,-2.412,272.712,-23.983,824,,S31,,,,,,,,,
G007.176+00.087,K,7.176,0.087,270.370,-22.708,42,G007.176+00.087,,11.1,5.6,CS,,,,,,
G007.194+00.233,Q,7.194,0.233,270.242,-22.620,35,,,,,,,,,,,
G007.205-02.180,K,7.206,-2.179,272.538,-23.790,382,S31,S31,7.4,,,,,,,,
G007.206+00.242,Q,7.206,0.242,270.240,-22.605,42,,,,,,,,,,,
G007.206-02.272,Q,7.206,-2.271,272.627,-23.833,108,,S31,,,,,,,,,
G007.207+00.091,Q,7.207,0.091,270.383,-22.679,44,,,,,,,,,,,
G007.220-00.212,C,7.221,-0.212,270.676,-22.817,180,,,,,,,,,,,
G007.261-00.535,Q,7.262,-0.534,271.002,-22.940,9,,,,17.7,NH3,,,,,,
G007.266+00.183,K,7.266,0.183,270.328,-22.583,42,G007.266+00.183,,-4.4,,,,,,,,
G007.266-00.511,Q,7.266,-0.510,270.982,-22.924,125,,,,,,,,,,,
G007.266-00.529,Q,7.267,-0.529,271.000,-22.933,7,,,,17.7,NH3,,,,,,
G007.267+00.631,Q,7.268,0.632,269.907,-22.358,42,,,,,,,,,,,
G007.268-00.060,K,7.269,-0.060,270.558,-22.701,166,G007.254-00.073,,47.0;17.5,,,,,,,,
G007.290-00.176,Q,7.290,-0.175,270.678,-22.739,35,,G007.299-00.116,,,,,,,,,
G007.294-02.044,K,7.294,-2.043,272.454,-23.646,306,S32,,6.2,,,,,,,,
G007.303-00.125,K,7.303,-0.124,270.638,-22.702,232,G007.299-00.116,G007.299-00.116,17.9,,,,,,,,
G007.345-00.247,C,7.346,-0.246,270.775,-22.725,42,,,,,,,,,,,
G007.350+00.032,C,7.351,0.033,270.515,-22.583,55,,,,,,,,,,,
G007.366-00.116,Q,7.367,-0.116,270.663,-22.643,42,,,,,,,,,,,
G007.380-00.264,C,7.380,-0.264,270.810,-22.704,136,,,,,,,,,,,
G007.415-00.281,Q,7.416,-0.280,270.845,-22.681,42,,,,,,,,,,,
G007.420+00.366,K,7.420,0.366,270.239,-22.358,42,G007.420+00.366,,-12.3,,,,,,,,
G007.426+00.287,Q,7.427,0.287,270.316,-22.391,22,,,,,,,,,,,
G007.438+00.383,Q,7.438,0.383,270.232,-22.334,42,,,,,,,,,,,
G007.443+00.704,K,7.444,0.704,269.934,-22.170,443,G007.387+00.668,,22.0,,,,,,,,
G007.466-00.279,K,7.466,-0.279,270.870,-22.636,55,G007.466-00.279,,25.3,26.9,NH3,,,,,,
G007.470+00.059,K,7.470,0.059,270.554,-22.467,60,G007.472+00.060,,-17.8,"-13.9;15.4",CS,,,,,,
G007.485-00.189,C,7.485,-0.188,270.795,-22.575,212,,,,,,,,,,,
G007.506+00.401,C,7.506,0.401,270.252,-22.266,42,,,,8.0,NH3,,,,,,
G007.522+00.406,Q,7.523,0.407,270.255,-22.249,24,,,,8.0,NH3,,,,,,
G007.524+00.390,C,7.525,0.391,270.272,-22.255,49,,,,,,,,,,,
G007.534-00.117,Q,7.535,-0.116,270.754,-22.497,92,,,,,,,,,,,
G007.604+00.151,Q,7.605,0.152,270.538,-22.304,42,,,,,,,,,,,
G007.638-00.101,Q,7.638,-0.101,270.794,-22.399,99,,,,154.0,NH3,,,,,,
G007.674-00.084,Q,7.675,-0.083,270.797,-22.359,37,,,,,,,,,,,
G007.700-00.123,C,7.700,-0.122,270.847,-22.355,187,,,,,,,,,,,
G007.744+00.072,Q,7.744,0.072,270.688,-22.221,44,,,,,,,,,,,
G007.757-00.050,Q,7.757,-0.049,270.809,-22.270,44,,,,,,,,,,,
G007.761+00.006,K,7.762,0.007,270.759,-22.239,140,G007.768+00.014,,-3.2,,,,,,,,
G007.812-00.618,K,7.812,-0.618,271.374,-22.501,207,G007.806-00.621,,39.6,,,,,,,,
G007.816-00.462,C,7.817,-0.462,271.229,-22.421,37,,,,,,,,,,,
G007.928-00.399,Q,7.928,-0.399,271.228,-22.293,36,,,,,,,,,,,
G007.934-00.353,Q,7.935,-0.352,271.189,-22.264,107,,,,,,,,,,,
G007.978-00.360,C,7.979,-0.360,271.219,-22.230,44,,,,134.0,NH3,,,,,,
G008.006-00.169,K,8.007,-0.168,271.054,-22.111,104,G008.006-00.156,G008.006-00.156,42.6,40.9,NH3,,,,,,
G008.032-00.670,Q,8.032,-0.669,271.539,-22.335,133,,,,,,,,,,,
G008.082-00.026,Q,8.083,-0.026,270.960,-21.975,47,,,,,,,,,,,
G008.091+00.070,Q,8.092,0.071,270.874,-21.920,39,,,,,,,,,,,
G008.107+00.338,K,8.108,0.339,270.631,-21.774,129,G008.103+00.340,G008.103+00.340,16.7,,,,,,,,
G008.122+00.131,Q,8.123,0.131,270.834,-21.863,42,,,,,,,,,,,
G008.123-00.482,K,8.124,-0.481,271.410,-22.163,430,G008.065-00.484,,37.0,,,,,,,,
G008.137+00.232,K,8.137,0.233,270.746,-21.801,191,G008.137+00.228,,20.6,19.0,NH3,,,,,,
G008.139-00.028,C,8.139,-0.027,270.991,-21.927,38,,,,,,,,,,,
G008.153-00.198,G,8.153,-0.198,271.159,-21.998,701,,G008.006-00.156,,,,,,,,,
G008.181+00.321,G,8.181,0.321,270.686,-21.718,181,,G008.103+00.340,,,,,,,,,
G008.197-00.054,Q,8.198,-0.053,271.046,-21.889,70,,,,,,,,,,,
G008.204+00.090,Q,8.204,0.091,270.915,-21.812,42,,,,,,,,,,,
G008.250-00.440,C,8.251,-0.439,271.437,-22.031,86,,,,,,,,,,,
G008.281-00.133,K,8.282,-0.133,271.165,-21.854,99,G008.310-00.090,,46.8,,,,,,,,
G008.306-00.084,K,8.307,-0.083,271.132,-21.809,113,G008.310-00.090,,46.8,,,,,,,,
G008.327-00.320,Q,8.328,-0.320,271.365,-21.906,42,,,,,,,,,,,
G008.332-00.354,Q,8.333,-0.354,271.400,-21.918,175,,,,39.0,NH3,,,,,,
G008.346-00.323,Q,8.346,-0.322,271.378,-21.891,14,,,,38.0,NH3,,,,,,
G008.347+00.065,C,8.347,0.065,271.014,-21.700,42,,,,,,,,,,,
G008.351-00.319,G,8.351,-0.319,271.377,-21.885,33,,G008.362-00.303,,38.0,NH3,,,,,,
G008.358-00.295,K,8.358,-0.295,271.358,-21.867,103,G008.362-00.303,G008.362-00.303,36.8,,,,,,,,
G008.359+00.003,Q,8.360,0.004,271.079,-21.719,193,,,,,,,,,,,
G008.363-00.331,Q,8.363,-0.330,271.394,-21.880,33,,,,36.7,CS,,,,,,
G008.368-00.356,K,8.369,-0.355,271.421,-21.887,84,G008.373-00.352,,34.6,36.7,CS,,,,,,
G008.392+00.175,Q,8.393,0.175,270.935,-21.606,24,,,,,,,,,,,
G008.397-00.392,Q,8.397,-0.392,271.470,-21.880,73,,,,,,,,,,,
G008.400-00.285,Q,8.401,-0.284,271.371,-21.825,66,,,,37.0,NH3,,,,,,
G008.430-00.303,Q,8.431,-0.303,271.404,-21.808,42,,,,,,,,,,,
G008.433-00.275,K,8.434,-0.274,271.378,-21.791,42,G008.432-00.276,,34.8,36.7,NH3,,,,,,
G008.456-00.351,K,8.456,-0.350,271.462,-21.809,199,G008.438-00.331,G008.438-00.331,38.0,,,,,,,,
G008.462+00.122,C,8.463,0.122,271.022,-21.571,143,,,,,,,,,,,
G008.466-00.280,Q,8.467,-0.280,271.401,-21.765,16,,,,35.0,NH3,,,,,,
G008.472-00.263,G,8.472,-0.263,271.388,-21.752,42,,G008.438-00.331,,35.0,NH3,,,,,,
G008.472-00.290,Q,8.472,-0.289,271.413,-21.765,16,,,,37.0,NH3,,,,,,
G008.474-00.281,G,8.475,-0.280,271.406,-21.758,42,,G008.438-00.331,,37.0,NH3,,,,,,
G008.479-00.274,Q,8.479,-0.274,271.402,-21.751,16,,,,37.0,NH3,,,,,,
G008.482-00.335,Q,8.482,-0.334,271.461,-21.778,23,,,,,,,,,,,
G008.490-00.284,Q,8.491,-0.284,271.418,-21.746,16,,,,37.0,NH3,,,,,,
G008.495-00.289,Q,8.496,-0.288,271.425,-21.744,38,,,,37.0,NH3,,,,,,
G008.499-00.307,Q,8.500,-0.306,271.443,-21.749,46,,,,,,,,,,,
G008.501+00.143,Q,8.502,0.143,271.023,-21.527,64,,,,,,,,,,,
G008.520-00.213,Q,8.521,-0.212,271.366,-21.685,37,,,,,,,,,,,
G008.537-00.313,K,8.537,-0.313,271.469,-21.720,124,G008.533-00.288,,39.2,,,,,,,,
G008.560-00.214,Q,8.561,-0.213,271.388,-21.651,96,,,,,,,,,,,
G008.562-00.682,Q,8.562,-0.682,271.829,-21.878,42,,,,,,,,,,,
G008.570-00.690,Q,8.571,-0.690,271.841,-21.874,129,,,,,,,,,,,
G008.597+00.383,Q,8.597,0.384,270.848,-21.326,107,,,,,,,,,,,
G008.639-00.240,Q,8.640,-0.239,271.454,-21.595,26,,,,,,,,,,,
G008.639-00.118,Q,8.640,-0.118,271.340,-21.535,45,,,,,,,,,,,
G008.650-00.940,Q,8.651,-0.939,272.118,-21.926,90,,,,,,,,,,,
G008.664-00.340,K,8.665,-0.340,271.562,-21.622,60,G008.666-00.351,,41.9,35.0,NH3,,,,,,
G008.668-00.351,K,8.668,-0.351,271.574,-21.624,56,G008.666-00.351,,41.9,35.0,NH3,,,,,,
G008.685-00.047,Q,8.685,-0.046,271.297,-21.460,287,,,,,,,,,,,
G008.703+00.844,Q,8.704,0.844,270.475,-21.006,151,,,,,,,,,,,
G008.715-00.151,Q,8.715,-0.150,271.411,-21.485,39,,,,,,,,,,,
G008.811-00.023,Q,8.812,-0.023,271.341,-21.339,42,,,,,,,,,,,
G008.825-00.387,Q,8.825,-0.387,271.690,-21.504,90,,,,,,,,,,,
G008.865-00.323,K,8.865,-0.323,271.651,-21.439,154,G008.865-00.323,,31.0,38.0,NH3,,,,,,
G008.901-00.469,Q,8.902,-0.468,271.806,-21.477,151,,,,,,,,,,,
G008.909+00.168,Q,8.910,0.169,271.214,-21.159,25,,,,,,,,,,,
G008.924-00.511,Q,8.925,-0.511,271.858,-21.478,129,,,,,,,,,,,
G008.946-00.514,Q,8.947,-0.513,271.872,-21.460,60,,,,,,,,,,,
G008.952+00.123,Q,8.952,0.123,271.279,-21.144,32,,,,,,,,,,,
G009.035-00.144,C,9.035,-0.144,271.572,-21.202,323,,,,,,,,,,,
G009.070+00.082,Q,9.071,0.082,271.380,-21.061,248,,,,,,,,,,,
G009.178+00.043,K,9.178,0.043,271.472,-20.987,123,G009.178+00.043,,2.2,,,,,,,,
G009.198-01.359,Q,9.199,-1.358,272.798,-21.648,214,,,,,,,,,,,
G009.202-00.137,Q,9.203,-0.136,271.652,-21.053,138,,,,,,,,,,,
G009.212-00.206,C,9.212,-0.205,271.722,-21.078,44,,,,42.0,NH3,,,,,,
G009.241-00.194,Q,9.241,-0.193,271.726,-21.047,28,,,,,,,,,,,
G009.250+00.189,Q,9.251,0.189,271.374,-20.852,136,,,,,,,,,,,
G009.280+00.092,Q,9.281,0.093,271.479,-20.873,55,,,,,,,,,,,
G009.342-00.009,Q,9.342,-0.008,271.606,-20.868,116,,,,,,,,,,,
G009.345+00.185,Q,9.345,0.186,271.426,-20.771,46,,,,,,,,,,,
G009.381-00.067,C,9.382,-0.066,271.681,-20.862,117,,,,,,,,,,,
G009.405-00.091,C,9.405,-0.091,271.716,-20.854,49,,,,48.0,NH3,,,,,,
G009.464-00.850,Q,9.464,-0.850,272.457,-21.170,42,,,,,,,,,,,
G009.481-00.230,Q,9.481,-0.229,271.885,-20.855,38,,,,,,,,,,,
G009.493-00.122,Q,9.494,-0.122,271.791,-20.791,47,,,,,,,,,,,
G009.512-00.115,Q,9.512,-0.115,271.794,-20.772,58,,,,,,,,,,,
G009.571-00.888,Q,9.572,-0.887,272.548,-21.094,42,,G009.615+00.198,,,,,,,,,
G009.594-00.145,Q,9.594,-0.144,271.864,-20.715,91,,,,,,,,,,,
G009.598+00.199,K,9.599,0.199,271.546,-20.543,34,G009.615+00.198,G009.615+00.198,4.1,5.0,CS,,05.2,00.6,Parallax,03.5,0017
G009.599+00.165,G,9.599,0.165,271.578,-20.560,42,,G009.615+00.198,,,,,,,,,
G009.612+00.205,K,9.613,0.206,271.547,-20.528,34,G009.615+00.198,G009.615+00.198,4.1,4.0,NH3,,05.2,00.6,Parallax,03.5,0018
G009.613+00.200,K,9.614,0.200,271.553,-20.530,86,G009.615+00.198,G009.615+00.198,4.1,4.0,NH3,,05.2,00.6,Parallax,03.5,0017
G009.622+00.162,Q,9.623,0.162,271.593,-20.540,42,,,,,,,,,,,
G009.625-00.709,Q,9.625,-0.709,272.409,-20.961,38,,,,27.7,CS,,,,,,
G009.647-00.397,Q,9.648,-0.396,272.128,-20.791,42,,,,,,,,,,,
G009.660+00.589,Q,9.660,0.590,271.215,-20.299,42,,,,,,,,,,,
G009.688+00.208,K,9.688,0.209,271.584,-20.460,115,G009.682+00.206,,2.0,,,,,,,,
G009.725-00.840,K,9.725,-0.839,272.583,-20.937,366,G009.717-00.832,,32.1,,,,,,,,
G009.765-00.138,Q,9.765,-0.138,271.947,-20.562,113,,,,,,,,,,,
G009.817-00.276,Q,9.817,-0.275,272.102,-20.583,42,,,,,,,,,,,
G009.834-00.713,K,9.834,-0.713,272.520,-20.780,105,G009.830-00.715,,26.6,,,,,,,,
G009.853+00.370,Q,9.853,0.371,271.519,-20.237,322,,,,,,,,,,,
G009.875-00.749,K,9.875,-0.749,272.575,-20.762,42,G009.875-00.749,,30.9,27.6,NH3,,,,,,
G009.904-00.101,Q,9.904,-0.101,271.985,-20.422,64,,,,,,,,,,,
G009.913-01.002,Q,9.913,-1.001,272.832,-20.850,567,,G009.925-00.745,,,,,,,,,
G009.928-00.581,Q,9.928,-0.581,272.445,-20.634,236,,,,,,,,,,,
G009.928-00.748,G,9.928,-0.748,272.602,-20.715,45,,G009.925-00.745,,,,,,,,,
G009.942-00.761,K,9.943,-0.760,272.621,-20.708,370,G009.925-00.745,G009.925-00.745,32.4,,,,,,,,
G009.958-00.124,Q,9.959,-0.123,272.034,-20.386,42,,,,,,,,,,,
G009.961+00.071,C,9.962,0.072,271.854,-20.289,42,,,,,,,,,,,
G009.968-00.207,Q,9.969,-0.206,272.117,-20.418,31,,,,,,,,,,,
G009.997-00.240,Q,9.998,-0.240,272.163,-20.409,85,,,,,,,,,,,
G009.997-00.033,C,9.998,-0.033,271.970,-20.308,56,,,,48.6,NH3,,,,,,
G010.064-00.169,K,10.065,-0.168,272.131,-20.315,60,G010.068-00.176,,23.4,,,,,,,05.3,
G010.068-01.017,Q,10.068,-1.016,272.925,-20.722,94,,,,,,,,,,,
G010.075-00.122,Q,10.076,-0.122,272.093,-20.283,42,,,,,,,,,,,
G010.083-00.418,K,10.083,-0.418,272.373,-20.420,138,G010.073-00.412; W31,,13.6,,,,,,,06.3,
G010.120+00.099,Q,10.120,0.099,271.910,-20.137,50,,,,,,,,,,,
G010.129+00.005,Q,10.129,0.005,272.002,-20.174,62,,,,,,,,,,,
G010.132+00.078,Q,10.132,0.078,271.936,-20.136,33,,,,,,,,,,,
G010.134-00.030,Q,10.135,-0.030,272.038,-20.187,102,,,,,,,,,,,
G010.140-00.423,Q,10.141,-0.423,272.407,-20.372,74,,G010.190-00.426,,,,,,,,,
G010.160-00.350,K,10.160,-0.350,272.350,-20.320,210,G010.160-00.350; W31,,12.5,8.9,NH3,F,14.6,01.0,H2CO/Kin,06.5,-089
G010.162-00.231,Q,10.162,-0.231,272.239,-20.260,42,,,,,,,,,,,
G010.167-00.040,Q,10.168,-0.040,272.064,-20.163,77,,,,,,,,,,,
G010.185-00.396,Q,10.186,-0.395,272.405,-20.319,39,,G010.190-00.426,,10.6,NH3,,,,,06.7,
G010.192+00.079,Q,10.193,0.080,271.966,-20.083,57,,,,,,,,,,,
G010.197-00.431,K,10.198,-0.431,272.444,-20.326,121,G010.190-00.426; W31,,5.4;36.2,,,,,,,,
G010.210+00.429,Q,10.210,0.430,271.650,-19.897,42,,,,,,,,,,,
G010.213-00.350,Q,10.213,-0.350,272.377,-20.273,19,,,,11.8,NH3,,,,,06.6,
G010.222+00.213,Q,10.223,0.214,271.857,-19.991,41,,,,,,,,,,,
G010.227-00.346,G,10.227,-0.345,272.380,-20.259,70,,,,,,,,,,,
G010.227-00.303,K,10.228,-0.303,272.341,-20.238,113,G010.232-00.301,,11.7,11.4,NH3,,,,,06.6,
G010.232+00.081,Q,10.233,0.081,271.985,-20.047,61,,,,,,,,,,,
G010.237-00.080,K,10.237,-0.080,272.138,-20.122,120,G010.237-00.080,,12.0;51.2,,,,,,,,
G010.237+00.112,C,10.237,0.113,271.958,-20.028,42,,,,47.7,HCO+,,,,,03.8,
G010.259-00.401,Q,10.259,-0.400,272.448,-20.257,91,,G010.190-00.426,,,,,,,,,
G010.266+00.075,K,10.266,0.075,272.008,-20.021,84,G010.266+00.075,,56.3,47.7,HCO+,,,,,03.4,
G010.278-00.183,Q,10.278,-0.183,272.255,-20.135,20,,,,,,,,,,,
G010.284-00.353,Q,10.285,-0.352,272.416,-20.212,28,,,,11.2,HCO+,,,,,06.6,
